id,product_id,user_name,overall_rating,ratings,text,pipeline_output,created_at
review_0245,electronics_83487,Kavita S.,4,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.974619471998733}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.922203938579427}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.943164691704009}}}",30:49.3
review_0246,fashion_70169,Shreeya S.,1,,Customer support was not helpful at all.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.944474154166201}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.985293316167401}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.904439582317814}}}",30:49.3
review_0247,food_38783,Qudsiya S.,5,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.939868527594164}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.96144602852276}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.806383026589074}}}",30:49.3
review_0248,food_47686,Shreeya S.,4,,Looks even better in person than in the photos.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.95402277951787}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.965210722338754}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.922327718891906}}}",30:49.3
review_0249,skincare_13923,Bhavna S.,5,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.95878755091095}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.976147575846926}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.816033027549523}}}",30:49.3
review_0250,fashion_78078,Shreeya S.,2,,Broke after just one week of use. Very disappointed.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.900558558444834}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.973424921504777}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.843562192429236}}}",30:49.3
review_0251,skincare_60542,Bhavna S.,5,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.944900824498429}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.934556744097074}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.880377976388081}}}",30:49.3
review_0252,food_69955,Qudsiya S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.944862811437764}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.9182457118118}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.883035786928682}}}",30:49.3
review_0253,health_77515,Bhavna S.,4,,Looks even better in person than in the photos.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.922455395052016}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.948880761017954}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.864577425811267}}}",30:49.3
review_0254,household_63880,Kavita S.,5,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.932492150082341}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.947556245972275}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.83020315036805}}}",30:49.3
review_0255,electronics_59069,Bhavna S.,4,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.904045604263946}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.973497136658344}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.804487901170904}}}",30:49.3
review_0256,skincare_74322,Qudsiya S.,1,,"The packing was fine, but the product could have been better.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.903299902707089}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.984325800865917}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.817741285541862}}}",30:49.3
review_0257,food_26785,Mahi S.,,,"You have won a lottery, click to claim","{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.975081953046801}}",30:49.3
review_0258,skincare_96947,Shreeya S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.976494040407217}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.929261886747896}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.896857304540893}}}",30:49.3
review_0259,fashion_53571,Qudsiya S.,1,,"Arrived later than expected, which was frustrating.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.901783841875019}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.961250543697793}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.896845780355835}}}",30:49.3
review_0260,health_74719,Qudsiya S.,5,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.924031235965503}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.922002619050905}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.942408195341831}}}",30:49.3
review_0261,skincare_67698,Bhavna S.,5,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.921011520594645}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.90008707786086}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.941147654780604}}}",30:49.3
review_0262,food_67314,Qudsiya S.,2,,The material feels cheap and flimsy.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.903450661902136}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.911309852809888}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.922385812464179}}}",30:49.3
review_0263,fashion_72080,Shreeya S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.929005091569037}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.955602949168067}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.824952116783922}}}",30:49.3
review_0264,household_47623,Shreeya S.,,,!!! LIMITED TIME OFFER CLICK NOW !!!,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.953432840150795}}",30:49.3
review_0265,skincare_74322,Mahi S.,4,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.958891522947525}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.910428213937645}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.812657184347564}}}",30:49.3
review_0266,skincare_50410,Shreeya S.,5,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.943949900565785}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.910275920822094}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.843749096723898}}}",30:49.3
review_0267,food_77558,Kavita S.,1,,The color is not the same as in the picture.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.908028350020538}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.933508628626665}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.943616542416051}}}",30:49.3
review_0268,skincare_76510,Kavita S.,5,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.983553666278761}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.978838977762651}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.871360179419577}}}",30:49.3
review_0269,food_30054,Shreeya S.,5,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.923657564046269}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.919586166518605}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.892239455502355}}}",30:49.3
review_0270,skincare_38972,Shreeya S.,,,Fucker,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.867401830870089}}",30:49.3
review_0271,household_96720,Bhavna S.,2,,Much smaller than it appears online.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.967837653098513}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.912891376321247}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.833405158429187}}}",30:49.3
review_0272,electronics_82228,Bhavna S.,4,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.981815047699507}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.977837019554344}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.875683794345121}}}",30:49.3
review_0273,household_46555,Bhavna S.,5,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.979842173648827}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.962567004481639}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.905506835690006}}}",30:49.3
review_0274,fashion_85587,Kavita S.,1,,The color is not the same as in the picture.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.985161106522318}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.90470480243803}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.841641005117546}}}",30:49.3
review_0275,health_59356,Kavita S.,2,,The color is not the same as in the picture.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.956253800792316}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.983430920682559}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.924739048795545}}}",30:49.3
review_0276,fashion_83160,Shreeya S.,1,,"Arrived later than expected, which was frustrating.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.952520460337208}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.976875162002319}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.891827514956419}}}",30:49.3
review_0277,fashion_50029,Mahi S.,1,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.941168525047373}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.918607841035912}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.86798016410139}}}",30:49.3
review_0278,food_97181,Kavita S.,4,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.944256286086315}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.902398475693893}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.826267132187093}}}",30:49.3
review_0279,electronics_87253,Mahi S.,5,,Looks even better in person than in the photos.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.922397573633686}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.952546156456816}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.911772169407683}}}",30:49.3
review_0280,food_30054,Bhavna S.,1,,"It works, but the quality feels a bit cheap.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.937556088274296}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.983321353179881}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.928183208360587}}}",30:49.3
review_0281,food_68683,Shreeya S.,1,,"It works, but the quality feels a bit cheap.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.925833491457955}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.950634769810356}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.800591424398571}}}",30:49.3
review_0282,household_95493,Bhavna S.,5,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.916743757662262}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.926052336969616}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.889448620400556}}}",30:49.3
review_0283,electronics_82189,Bhavna S.,4,,Perfect for daily use. Good build quality.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.913274485996755}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.910816332503193}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.932228863436114}}}",30:49.3
review_0284,electronics_57228,Qudsiya S.,4,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.961259341210685}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.938206246578307}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.862859883329309}}}",30:49.3
review_0285,health_12062,Shreeya S.,4,,"Five stars, couldn't be happier with this.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.935821410518269}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.956958715450878}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.84297080434997}}}",30:49.3
review_0286,fashion_84180,Qudsiya S.,,,"This is a miracle product, buy it from my link","{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.96249844977492}}",30:49.3
review_0287,health_48346,Qudsiya S.,5,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.98527790847167}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.967031780823811}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.814707193119051}}}",30:49.3
review_0288,food_42675,Shreeya S.,4,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.973479145939353}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.913896664623197}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.810054118589747}}}",30:49.3
review_0289,electronics_12956,Mahi S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.940214691956194}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.978370544697632}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.917684968199338}}}",30:49.3
review_0290,health_22545,Bhavna S.,4,,Looks even better in person than in the photos.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.958700220674126}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.908767534921058}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.857948360964286}}}",30:49.3
review_0291,skincare_49580,Mahi S.,,,Message me on WhatsApp for a special offer,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.957151807191444}}",30:49.3
review_0292,skincare_82374,Bhavna S.,,,I want my money back you thieves,"{""status"": ""Rejected"", ""reason"": ""Abusive content detected"", ""details"": {""label"": ""Offensive"", ""score"": 0.855632972809248}}",30:49.3
review_0293,health_30103,Shreeya S.,5,,The quality is amazing for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.90574691235294}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.908108526093957}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.887772613505169}}}",30:49.3
review_0294,electronics_29557,Mahi S.,1,,"It works, but the quality feels a bit cheap.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.952302833726726}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.944851269496612}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.834494530384734}}}",30:49.3
review_0295,skincare_69591,Kavita S.,5,,The quality is amazing for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.984123541624564}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.944509882854298}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.94937755139914}}}",30:49.3
review_0296,household_40529,Kavita S.,1,,Missing a few parts in the box.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.906177384647087}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.979517868350083}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.906764529955957}}}",30:49.3
review_0297,food_67314,Kavita S.,4,,Will definitely buy from this brand again.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.955014464630257}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.909809715286487}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.878765776930771}}}",30:49.3
review_0298,food_37435,Kavita S.,1,,Not as good as I expected for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.921392220672161}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.969569974701859}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.808220626871695}}}",30:49.3
review_0299,household_62506,Qudsiya S.,5,,Perfect for daily use. Good build quality.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.938795761067428}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.906345965842794}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.943928884481601}}}",30:49.3
review_0300,health_63250,Kavita S.,,,"Earn $1000 a day from home, ask me how","{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.966098271171588}}",30:49.3
review_0301,electronics_57228,Kavita S.,4,,Amazing value for money. Very satisfied.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.963987212283806}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.961201138072797}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.860007423272874}}}",30:49.3
review_0302,skincare_59213,Mahi S.,5,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.911537565403872}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.914428678044192}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.934068257447367}}}",30:49.3
review_0303,health_55140,Shreeya S.,4,,Perfect for daily use. Good build quality.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.958525083176756}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.974717280001288}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.840000960307572}}}",30:49.3
review_0304,health_12062,Shreeya S.,,,!!! LIMITED TIME OFFER CLICK NOW !!!,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.979100220451282}}",30:49.3
review_0305,electronics_91568,Shreeya S.,4,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.95259640640005}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.988195937585416}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.921431609278715}}}",30:49.3
review_0306,fashion_20133,Mahi S.,4,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.978477603784187}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.946682590106508}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.865482826542255}}}",30:49.3
review_0307,skincare_69591,Mahi S.,4,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.955508657762232}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.962435415296163}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.925977102525656}}}",30:49.3
review_0308,household_26893,Kavita S.,4,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.97219617194217}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.956742117369718}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.949726842237398}}}",30:49.3
review_0309,fashion_20133,Shreeya S.,5,,My new favorite! I use it every day.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.91640590443058}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.956334113995993}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.899376888068322}}}",30:49.3
review_0310,fashion_42374,Shreeya S.,4,,Looks even better in person than in the photos.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.912769919650021}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.912706928970687}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.934279457821728}}}",30:49.3
review_0311,household_86444,Bhavna S.,5,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.964526142694804}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.960017493308767}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.910392075353431}}}",30:49.3
review_0312,skincare_49580,Qudsiya S.,2,,Missing a few parts in the box.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.900985445865928}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.982772713930026}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.917968456019457}}}",30:49.3
review_0313,fashion_14072,Kavita S.,,,Best crypto investment 2025,"{""status"": ""Rejected"", ""reason"": ""Spam detected"", ""details"": {""label"": ""LABEL_0"", ""score"": 0.963877768647284}}",30:49.3
review_0314,fashion_14072,Kavita S.,5,,The customer service was excellent when I had a question.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.938722165259188}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.94439962199629}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.901588761779439}}}",30:49.3
review_0315,fashion_19538,Qudsiya S.,4,,"Great product, exactly as described. Fast delivery too.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.979836162881972}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.953247637567977}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.86537513736397}}}",30:49.3
review_0316,household_55384,Mahi S.,5,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.916148490483274}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.906739051557074}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.930265595756558}}}",30:49.3
review_0317,skincare_86003,Qudsiya S.,5,,The quality is amazing for the price.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.921643388623325}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.943164747931324}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.890079929614407}}}",30:49.3
review_0318,electronics_90040,Kavita S.,2,,"The packing was fine, but the product could have been better.","{""status"": ""Accepted"", ""sentiment"": {""label"": ""NEGATIVE"", ""score"": 0.934104219309288}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.924271599062105}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.928112237428193}}}",30:49.3
review_0319,health_30103,Bhavna S.,4,,Excellent quality product! Highly recommend.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.946584790356776}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.989325771012056}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.886701697094696}}}",30:49.3
review_0320,household_55384,Bhavna S.,5,,Easy to set up and use. Works perfectly.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.941012995288337}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.912561377081934}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.888553056813777}}}",30:49.3
review_0321,household_26893,Kavita S.,5,,It exceeded my expectations. Fantastic!,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.902761975925315}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.913107334304047}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.800559058420231}}}",30:49.3
review_0322,electronics_21211,Kavita S.,5,,Arrived a day early! Very happy with the purchase.,"{""status"": ""Accepted"", ""sentiment"": {""label"": ""POSITIVE"", ""score"": 0.967909194012481}, ""details"": {""spam_check"": {""label"": ""ham"", ""score"": 0.972664710864525}, ""keyword_flag"": false, ""abuse_check"": {""label"": ""non-offensive"", ""score"": 0.825312100651701}}}",30:49.3
